ts,addr,coin,szi,entryPx,liqPx,mark,dist_to_liq,uPnl,lev,acct_value
2026-07-13T12:41:28Z,0x14a4914df70e599bdc5baf74b7b51773499dbe21,LINEA,-457172.0,0.00253,0.4766884626,0.002406,197.1249,56.865659,3,281524
2026-07-13T12:41:28Z,0x14a4914df70e599bdc5baf74b7b51773499dbe21,SKY,-195403.0,0.058426,1.1675835826,0.057934,19.1537,96.105773,3,281524
2026-07-13T12:41:28Z,0x14a4914df70e599bdc5baf74b7b51773499dbe21,ASTER,-1148.0,0.627312,200.9417493443,0.61961,323.3036,8.8194,5,281524
2026-07-13T12:41:28Z,0x14a4914df70e599bdc5baf74b7b51773499dbe21,AVNT,38.0,0.095601,,0.095393,,-0.0095,5,281524
2026-07-13T12:41:28Z,0x14a4914df70e599bdc5baf74b7b51773499dbe21,2Z,-87645.0,0.072214,2.5463381756,0.072399,34.1709,-15.90685,3,281524
2026-07-13T12:41:28Z,0x14a4914df70e599bdc5baf74b7b51773499dbe21,MON,-618862.0,0.024529,0.3934180888,0.021813,17.0359,1678.93884,5,281524
2026-07-13T12:41:28Z,0x59e1120978c195657798a6d789d388d5cb59107e,AAVE,3070.48,95.6548,7.3863064626,95.218,0.9224,-1335.31338,10,79798
2026-07-13T12:41:28Z,0x59e1120978c195657798a6d789d388d5cb59107e,PUMP,-233414266.0,0.001518,0.0025283803,0.001484,0.7038,8237.53059,7,79798
2026-07-13T12:41:28Z,0x034fb27dd90457fb477d0eec043eb360a13e9631,BTC,-0.70599,63172.7,170877.9066887773,62601.0,1.7296,410.037998,40,93031
2026-07-13T12:41:28Z,0x034fb27dd90457fb477d0eec043eb360a13e9631,ETH,-29.0355,1780.86,4383.3814425276,1770.1,1.4763,321.293297,25,93031
2026-07-13T12:41:28Z,0x034fb27dd90457fb477d0eec043eb360a13e9631,LDO,-56471.7,0.32009,1.554098656,0.30809,4.0443,681.0677,5,93031
2026-07-13T12:41:28Z,0x034fb27dd90457fb477d0eec043eb360a13e9631,AAVE,-396.01,93.3731,281.373011658,95.218,1.9550,-731.376013,10,93031
2026-07-13T12:41:28Z,0x034fb27dd90457fb477d0eec043eb360a13e9631,MNT,-52443.6,0.60585,1.7665169818,0.42466,3.1598,9498.152232,5,93031
2026-07-13T12:41:28Z,0x034fb27dd90457fb477d0eec043eb360a13e9631,XPL,-418872.0,0.099535,0.2655457953,0.089611,1.9633,4181.413166,10,93031
2026-07-13T12:41:28Z,0x034fb27dd90457fb477d0eec043eb360a13e9631,CC,-282007.0,0.135115,0.3697058222,0.13445,1.7498,190.621423,3,93031
2026-07-13T12:41:28Z,0x6cce8d4714303f1a2500893dab93cbaadf2fe035,BTC,0.8,63033.0,33399.6685746835,62601.0,0.4665,-352.8,40,26157
2026-07-13T12:41:28Z,0x6cce8d4714303f1a2500893dab93cbaadf2fe035,ETH,-19.23,1780.0,2945.553868343,1770.1,0.6641,196.146,20,26157
2026-07-13T12:41:28Z,0x6cce8d4714303f1a2500893dab93cbaadf2fe035,SOL,-367.64,76.22,136.9796938309,75.78,0.8076,161.79021,20,26157
2026-07-13T12:41:28Z,0x6cce8d4714303f1a2500893dab93cbaadf2fe035,HYPE,-339.67,69.1695,128.9340370359,64.271,1.0061,1663.54231,10,26157
2026-07-13T12:41:28Z,0x32051a0c36af1449e0eee08146a808115ccc40bb,DOGE,-32656.0,0.072481,41.8333369305,0.072001,580.0105,15.919096,10,1558639
2026-07-13T12:41:28Z,0x32051a0c36af1449e0eee08146a808115ccc40bb,SUI,-1683169.2,0.74188,1.5363925154,0.72626,1.1155,26464.436565,10,1558639
2026-07-13T12:41:28Z,0x32051a0c36af1449e0eee08146a808115ccc40bb,PENGU,-10748921.0,0.006427,0.1270349833,0.005928,20.4297,5367.673102,5,1558639
2026-07-13T12:41:28Z,0x32051a0c36af1449e0eee08146a808115ccc40bb,PUMP,-271661800.0,0.001496,0.0065030596,0.001484,3.3821,3645.138419,5,1558639
2026-07-13T12:41:28Z,0x32051a0c36af1449e0eee08146a808115ccc40bb,ZEC,-1522.87,520.1914,1407.0086028605,511.68,1.7498,13251.250338,10,1558639
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BTC,-1.154,63403.2,424872.9296206432,62601.0,5.7870,936.139502,12,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ETH,-27.5023,1797.26,16859.3791457584,1770.1,8.5245,755.288488,12,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ATOM,-259.39,1.5869,1485.0803921088,1.5366,965.4717,13.073256,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,DYDX,-22381.8,0.13635,17.3203053476,0.12704,135.3374,208.811323,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SOL,-38.12,75.861,10909.2991869577,75.78,142.9601,3.08772,8,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BNB,1.529,569.95,,567.44,,-3.85308,8,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,APE,-1633.5,0.15841,235.7270797117,0.14926,1578.3051,15.029249,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,OP,2959.6,0.10518,,0.09856,,-19.72194,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,LTC,-143.57,44.5681,2851.2425035141,43.267,64.8988,186.809267,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ARB,-103609.2,0.09385,3.9833472785,0.09243,42.0958,154.150692,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,DOGE,19683.0,0.074951,,0.072001,,-58.202631,8,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,INJ,-414.6,5.05007,932.8837697408,4.721,196.6030,136.600923,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SUI,-33389.0,0.74436,12.8002275983,0.72626,16.6249,608.006685,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,CRV,-17430.8,0.20736,23.3352960913,0.20729,111.5732,2.615118,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,LDO,-45527.9,0.29463,8.7603515473,0.30809,27.4344,-609.68959,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,LINK,-1978.8,7.82885,211.6205601577,7.8908,25.8186,-121.991182,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,CFX,-166387.0,0.047806,2.3556125451,0.042831,53.9978,827.451255,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,GMX,-356.32,5.5295,1023.8844029636,5.6228,181.0951,-33.278567,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,XRP,-589.0,1.087788,702.2149903333,1.0713,654.4793,9.829729,8,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,APT,-172.91,0.5932,2332.1024696911,0.5944,3922.4564,-0.224783,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,AAVE,-430.1,90.8374,1032.5393281562,95.218,9.8440,-1884.919139,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,COMP,-47.22,16.8654,8166.2257419429,16.787,485.4613,3.659238,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,WLD,-83353.2,0.411,5.2564194855,0.42043,11.5025,-739.571109,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,YGG,78370.0,0.022439,,0.021655,,-61.506659,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,TRX,-1215.0,0.324261,332.1297276049,0.3264,1016.5543,-2.597768,8,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,kSHIB,-535830.0,0.004299,0.7565604356,0.004193,179.4342,57.082186,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,UNI,-16279.6,3.43287,28.2626717733,3.4994,7.0764,-1078.096842,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SEI,-34991.0,0.049885,11.0452916693,0.047708,230.5186,76.175407,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,RUNE,-1572.4,0.39272,245.1366067505,0.40469,604.7392,-18.833004,4,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ZRO,-20972.4,0.95359,19.2105783106,0.86225,21.2796,1923.757374,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,DOT,-997.4,0.85108,405.0224320891,0.83059,486.6322,20.53681,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BANANA,175.0,3.2326,,3.4425,,36.6975,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,TRB,112.15,15.793,,15.021,,-86.247595,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BIGTIME,-18245.0,0.007298,19.8933144722,0.006937,2866.7115,6.5682,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,KAS,11068.0,0.029504,,0.02829,,-13.436552,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BLUR,50403.0,0.018653,,0.017768,,-45.768402,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BSV,-140.41,13.3859,2598.4284059947,14.38,179.6974,-138.873204,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ADA,-19525.0,0.162405,20.8062885808,0.15887,129.9642,69.227426,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MINA,28709.0,0.045219,,0.043081,,-61.381948,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,POLYX,-937.0,0.036864,387.257599675,0.03568,10852.6323,1.110248,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,GAS,7.2,1.0526,,1.0375,,-0.10872,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,NEAR,-18293.1,1.90473,23.933574556,1.8965,11.6199,165.229117,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ORDI,352.73,3.4918,,3.523,,10.758265,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ZEN,-85.82,4.1218,4488.0510915447,4.0561,1105.4942,5.642209,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,FIL,1276.9,0.7815,,0.75765,,-30.454065,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SUSHI,-642.9,0.15991,564.5193162669,0.15948,3538.7499,0.276447,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,kBONK,30116.0,0.004152,,0.003901,,-7.562748,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,GMT,189032.0,0.007679,,0.00753,,-28.168735,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,JUP,764.0,0.208,,0.2037,,-3.31576,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,kLUNC,15656.0,0.071843,,0.059707,,-190.001538,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,RSR,2760610.0,0.00133,,0.001219,,-308.797416,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,GALA,-290336.0,0.002366,1.2517024705,0.002023,617.7358,99.761061,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,JTO,562.0,0.652649,,0.64778,,-1.90512,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ACE,-2767.83,0.0719,131.1581472366,0.071,1846.2978,2.697114,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,PEOPLE,21583.0,0.005614,,0.005556,,-1.251814,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ENS,-4177.02,4.3801,96.2101307957,4.0833,22.5619,1240.948556,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ETC,-421.2,6.9728,920.5648024087,6.9455,131.5412,11.536065,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MANTA,8108.9,0.05902,,0.05986,,6.406031,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,UMA,-2265.9,0.39562,160.4906981476,0.36585,437.6790,67.518971,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ONDO,-1532.0,0.33454,263.4616949347,0.3148,835.9177,30.24168,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ZETA,-8423.2,0.03562,43.1088449226,0.03413,1262.0778,12.633478,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,DYM,-0.1,0.0158,3628269.4027028563,0.01535,236369341.1956,0.000045,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,TAO,-13.932,211.418,27826.7986774724,205.75,134.2457,78.974562,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,AR,-951.73,1.978,406.2535347219,1.9199,210.6014,55.300174,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,kFLOKI,19665.0,0.023302,,0.022006,,-25.544835,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ETHFI,-19636.4,0.41039,20.0012477457,0.40429,48.4725,122.568936,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ENA,-44733.0,0.07883,9.0911480066,0.078985,114.0997,-6.94828,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MNT,-1470.8,0.42842,262.0622503171,0.42466,616.1107,5.412544,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SAGA,-119428.5,0.01539,3.0505164236,0.01249,243.2367,347.353441,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MERL,26818.0,0.018418,,0.017133,,-34.751442,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,EIGEN,-19040.69,0.2289,20.4567156053,0.247,81.8207,-333.255781,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,REZ,-19665.0,0.004203,18.4528229858,0.002433,7583.3909,34.837493,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,TURBO,90000.0,0.00088,,0.000853,,-2.503511,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BRETT,-863614.0,0.005414,0.4252502818,0.005125,81.9757,250.851489,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ZK,-71494.0,0.010324,5.3926809325,0.010181,528.6809,10.280265,4,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,RENDER,-908.7,1.576,424.9853916744,1.5054,281.3073,64.33596,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,CELO,5398.0,0.069465,,0.072119,,14.310211,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,HMSTR,8290394.0,0.000195,,0.000196,,6.616988,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,kNEIRO,8358.3,0.06352,,0.06088,,-22.215435,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,GOAT,-134278.0,0.014173,2.7157329599,0.013675,197.5911,66.953461,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MOODENG,-12.0,0.042907,30235.616663,0.038435,786667.8347,0.053664,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,GRASS,-40330.2,0.4188,9.3831981194,0.38683,23.2566,1291.089045,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,XLM,-6512.0,0.18459,59.2759452234,0.18253,323.7463,13.54496,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SAND,61679.0,0.04838,,0.047535,,-52.123606,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,HYPE,28.15,64.9884,,64.271,,-20.167835,8,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MOVE,32214.0,0.012536,,0.010635,,-61.238814,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,VIRTUAL,-5297.8,0.58224,73.1971286108,0.5602,129.6625,117.327926,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,PENGU,-27901.0,0.006238,13.7981379629,0.005928,2326.6211,8.67018,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,USUAL,-37619.2,0.00988,9.6534976586,0.00877,1099.7409,41.757312,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,FARTCOIN,-616.0,0.14218,654.5908951948,0.14115,4636.5550,0.63448,4,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,AIXBT,-34580.0,0.018854,10.511199676,0.018807,557.8983,1.646554,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,GRIFFAIN,66539.0,0.009015,,0.008515,,-33.491907,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SPX,-26392.8,0.374,14.9497171494,0.3694,39.4703,122.715246,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,S,-135127.0,0.025748,2.8733571696,0.025545,111.4822,27.656235,4,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MORPHO,-875.2,2.05508,441.6711282616,1.9817,221.8749,64.487326,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,TRUMP,-536.3,1.54911,753.2546795077,1.5471,485.8817,1.349158,4,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MELANIA,17941.0,0.08249,,0.08081,,-30.324327,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ANIME,345758.0,0.002761,,0.002721,,-13.892911,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,VINE,-47979.0,0.008478,7.5712050208,0.009002,840.0581,-25.108043,2,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,VVV,-202.87,10.5033,1799.1251470681,10.658,167.8051,-30.772344,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BERA,-305.5,0.20115,1259.8162648088,0.18789,6704.0735,4.035028,4,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,LAYER,18850.0,0.067332,,0.064645,,-50.653372,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,NIL,-16405.0,0.035606,22.150923883,0.034073,649.1020,25.154046,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,PAXG,0.639,4068.05,,4057.0,,-7.1254,6,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,BABY,19640.0,0.012708,,0.012605,,-2.02292,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,HYPER,8754.0,0.072572,,0.067221,,-46.856955,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,NXPC,-14447.0,0.263,25.3677447591,0.2534,99.1095,138.704758,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SOPH,804240.0,0.004929,,0.004634,,-237.024668,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SYRUP,-17670.0,0.185552,20.7225496455,0.18941,108.4058,-61.801272,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,PUMP,-4385700.0,0.001535,0.0934047099,0.001484,61.9412,229.988466,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,XPL,-70454.0,0.092417,5.8115992009,0.089611,63.8536,201.818362,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,WLFI,-16865.0,0.058607,22.8749782454,0.057519,396.6943,18.354102,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,LINEA,-2926664.0,0.002519,0.1263788711,0.002406,51.5265,333.311783,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SKY,-187263.0,0.058224,1.9954610395,0.057934,33.4437,54.239616,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ASTER,-49265.0,0.633691,8.4307829519,0.61961,12.6066,692.740099,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,AVNT,5068.0,0.098046,,0.095393,,-13.65912,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,STBL,69823.0,0.024248,,0.023005,,-86.574241,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,HEMI,-26159.0,0.004774,13.8743924984,0.00433,3203.2477,11.595208,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,APEX,-6123.0,0.293157,59.5245702509,0.26821,220.9327,152.999317,2,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ZEC,-64.99,489.5702,6714.6142197261,511.68,12.1227,-1424.565763,8,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MON,-237557.0,0.025077,1.6417080164,0.021813,74.2628,774.465655,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MET,-32887.0,0.146542,11.1813637895,0.14875,74.1688,-75.224811,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,MEGA,-32699.0,0.048197,0.0680966324,0.048567,0.4021,-12.173055,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,CC,-55776.0,0.135316,6.6395127685,0.13445,48.3828,48.871251,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,ICP,-114.7,2.31989,3357.1764288103,2.195,1528.4653,14.406319,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,AERO,-36291.0,0.529144,10.4870212434,0.4895,20.4239,1445.616566,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,LIT,87.0,2.473181,,2.3494,,-10.638493,4,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,XMR,-5.71,322.733,67719.7238484318,326.29,206.5446,-20.362189,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,DASH,12.81,34.722,,33.774,,-12.22074,5,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,SKR,610953.0,0.009334,,0.009841,,309.398663,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,AZTEC,-403.0,0.013906,900.3290434562,0.01406,64033.7826,-0.061659,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,CHIP,-21198.0,0.034228,17.145944968,0.029843,573.5382,92.77712,3,479690
2026-07-13T12:41:28Z,0x50e8db5da4198e49197743f8006b318cb6a08b49,GRAM,-17437.0,1.692126,23.6682596934,1.5995,13.7973,1618.622069,5,479690
2026-07-13T12:41:28Z,0x69d1652ae43f819e7518f732b2ea6b1a8ad00336,BTC,-0.00022,62868.1,2307355855.299663,62601.0,36857.1309,0.060744,20,514124
2026-07-13T12:41:28Z,0x69d1652ae43f819e7518f732b2ea6b1a8ad00336,ETH,-0.0084,1776.97,59986547.390989736,1770.1,33887.7901,0.060309,20,514124
2026-07-13T12:41:28Z,0x69d1652ae43f819e7518f732b2ea6b1a8ad00336,SOL,-7.9,75.74,63545.9342945353,75.78,837.5581,-0.316,20,514124
2026-07-13T12:41:28Z,0x69d1652ae43f819e7518f732b2ea6b1a8ad00336,DOGE,-2913.0,0.071997,168.1035028029,0.072001,2333.7384,0.010524,10,514124
2026-07-13T12:41:28Z,0x69d1652ae43f819e7518f732b2ea6b1a8ad00336,SUI,0.1,0.72573,,0.72626,,0.000043,10,514124
2026-07-13T12:41:28Z,0x69d1652ae43f819e7518f732b2ea6b1a8ad00336,XRP,1112.0,1.077605,,1.0713,,-7.2341,20,514124
2026-07-13T12:41:28Z,0x69d1652ae43f819e7518f732b2ea6b1a8ad00336,NEAR,-1045.0,1.91311,470.2935805195,1.8965,246.9797,18.200743,10,514124
2026-07-13T12:41:28Z,0x69d1652ae43f819e7518f732b2ea6b1a8ad00336,FARTCOIN,-2834.8,0.14081,172.8079290119,0.14115,1223.2857,-0.961894,10,514124
2026-07-13T12:41:28Z,0xad8e1987833b692b59de004a25d0518af2ba94b6,HYPE,-16.02,64.249,11756.2341782296,64.271,181.9166,-0.367759,10,197730
2026-07-13T12:41:28Z,0xad8e1987833b692b59de004a25d0518af2ba94b6,ZEC,-39.4,523.8009,5265.4299516558,511.68,9.2905,485.049783,10,197730
2026-07-13T12:41:28Z,0x6c2e0d72160d7d750d6de3820b093925e639fbde,DOGE,51278.0,0.072738,,0.072001,,-38.193662,10,25248
2026-07-13T12:41:28Z,0x6c2e0d72160d7d750d6de3820b093925e639fbde,SUI,-585.8,0.73481,40.8940772066,0.72626,55.3078,5.072006,5,25248
